vehicle_make,vehicle_model,vehicle_year,vehicle_vin,vehicle_color,vehicle_price,vehicle_mileage,vehicle_condition,vehicle_transmission,vehicle_fuel_type,vehicle_body_style,vehicle_engine_size,vehicle_drivetrain,vehicle_features,Vehicle_ID,customer_id
Nissan,Quest,2005,1GYUCKEF0AR906321,Crimson,82887.15,111947,certified pre-owned,manual,diesel,sedan,1.1,rear-wheel drive,heated seats, VEH-1126  , CUS-5538  
Chrysler,Town & Country,1992,5TFCY5F18DX311255,Red,31323.81,40820,used,manual,electric,coupe,1.3,rear-wheel drive,leather seats, VEH-9168  , CUS-4556  
GMC,3500 Club Coupe,1993,1D4PU7GX9AW790267,Maroon,99566.65,65327,certified pre-owned,manual,electric,coupe,2.8,rear-wheel drive,heated seats, VEH-1692  , CUS-5228  
Jeep,Grand Cherokee,2006,3D73Y4EL2BG565905,Turquoise,97221.65,162346,new,manual,diesel,sedan,2,front-wheel drive,navigation system, VEH-9573  , CUS-2529  
GMC,Safari,1992,WBAPM7C55AE630827,Violet,76582.32,88349,certified pre-owned,automatic,gasoline,truck,4.3,rear-wheel drive,navigation system, VEH-9291  , CUS-2396  
Oldsmobile,Bravada,1994,5GADV33177D407438,Puce,38898.66,196756,used,automatic,gasoline,coupe,3.6,front-wheel drive,sunroof, VEH-5998  , CUS-9986  
Ford,Aerostar,1993,KMHEC4A48DA601089,Green,9756.63,172706,new,manual,electric,coupe,1.4,rear-wheel drive,leather seats, VEH-1191  , CUS-7011  
Pontiac,Fiero,1984,2C3CCAPG4DH272814,Puce,87970.36,169193,used,automatic,diesel,truck,1.1,all-wheel drive,navigation system, VEH-1814  , CUS-1111  
Buick,Rainier,2005,WAUVC68E22A506732,Maroon,94173.6,53870,used,automatic,diesel,sedan,2.2,all-wheel drive,leather seats, VEH-1196  , CUS-8161  
Ford,Freestar,2006,JN8AS1MU5CM459401,Turquoise,14856.45,90370,certified pre-owned,automatic,electric,truck,5.1,front-wheel drive,heated seats, VEH-3947  , CUS-2239  
Ford,F250,1993,5UXWX9C57DL691497,Maroon,40008.66,73356,new,automatic,diesel,sedan,1.3,all-wheel drive,sunroof, VEH-9229  , CUS-9150  
Chrysler,Imperial,1926,JH4KC1F90FC970884,Teal,78681.01,37544,certified pre-owned,automatic,gasoline,sedan,1.7,front-wheel drive,heated seats, VEH-2481  , CUS-6125  
Mercedes-Benz,CLK-Class,2009,SCBET9ZA4FC928952,Blue,43167.07,52369,certified pre-owned,automatic,gasoline,SUV,5.1,front-wheel drive,heated seats, VEH-9828  , CUS-2644  
Bentley,Continental Flying Spur,2009,WAUWFAFR7BA696161,Fuscia,5560.82,129781,certified pre-owned,automatic,gasoline,coupe,5.9,all-wheel drive,navigation system, VEH-8616  , CUS-5729  
Audi,riolet,1995,KNAFU6A27A5509618,Green,87143.42,196356,used,manual,electric,truck,2.2,rear-wheel drive,heated seats, VEH-0222  , CUS-6276  
Jeep,Grand Cherokee,1993,WUARL48H29K815594,Goldenrod,9616.27,5938,certified pre-owned,manual,diesel,coupe,1.8,rear-wheel drive,navigation system, VEH-0043  , CUS-1001  
Mitsubishi,3000GT,1998,1G6DU6EV6A0293226,Yellow,98306.39,171306,new,automatic,electric,truck,2.7,rear-wheel drive,navigation system, VEH-6035  , CUS-0198  
Mercedes-Benz,190E,1992,19XFB2E53FE765790,Green,47936.24,164614,used,automatic,diesel,SUV,4.2,front-wheel drive,heated seats, VEH-8639  , CUS-3197  
Dodge,Avenger,2009,JTDBT4K31B4426385,Green,82002.01,12070,certified pre-owned,manual,electric,coupe,2.8,front-wheel drive,leather seats, VEH-4634  , CUS-7529  
Volvo,V70,2002,WVGAV7AX4AW181236,Fuscia,23761.68,11757,new,manual,gasoline,coupe,6,rear-wheel drive,sunroof, VEH-6687  , CUS-8996  
Acura,MDX,2008,WVWED7AJ2CW709573,Khaki,24547.88,42623,used,automatic,electric,SUV,4.1,rear-wheel drive,leather seats, VEH-8859  , CUS-8603  
BMW,M6,2008,5UXZV4C52DL040039,Puce,91101.43,133392,used,manual,gasoline,truck,3.8,all-wheel drive,heated seats, VEH-2330  , CUS-7994  
Toyota,Tercel,1997,WBSPM9C51BE923522,Indigo,88761.86,8622,used,automatic,electric,SUV,1.7,rear-wheel drive,sunroof, VEH-5351  , CUS-6996  
Mazda,B-Series,2000,2FMDK4JC8AB418813,Violet,62378.32,146346,new,manual,gasoline,SUV,4.8,front-wheel drive,sunroof, VEH-5089  , CUS-4062  
Saturn,L-Series,2002,WAUDF98E26A275048,Violet,31727.16,59346,used,manual,electric,SUV,2.4,all-wheel drive,heated seats, VEH-1637  , CUS-0899  
Land Rover,Range Rover,2002,WBAFR7C58DC444678,Teal,59733.8,67708,certified pre-owned,automatic,gasoline,coupe,3.6,rear-wheel drive,leather seats, VEH-1306  , CUS-4882  
Volvo,C30,2012,5GAEV13708J481137,Turquoise,87051.07,164110,certified pre-owned,manual,diesel,sedan,3.5,rear-wheel drive,sunroof, VEH-0663  , CUS-3394  
Ram,3500,2011,JM1CW2BL1C0028537,Fuscia,98308.21,128218,used,manual,electric,truck,4.1,all-wheel drive,navigation system, VEH-1081  , CUS-0571  
Volvo,240,1992,4T1BK3DB6AU319876,Teal,23418.51,176775,used,automatic,gasoline,truck,3,rear-wheel drive,leather seats, VEH-6531  , CUS-3098  
Dodge,Ram 50,1993,1GYS4AKJ6FR606815,Blue,55690.98,149983,used,automatic,gasoline,sedan,5.2,front-wheel drive,sunroof, VEH-1882  , CUS-9665  
Chevrolet,Metro,2001,1GYEC63818R445995,Fuscia,95596.19,17052,certified pre-owned,automatic,electric,coupe,5.2,front-wheel drive,heated seats, VEH-8868  , CUS-9088  
Toyota,Celica,1993,1G6DW677170892603,Turquoise,71553.66,46900,used,manual,gasoline,coupe,3.7,all-wheel drive,heated seats, VEH-2930  , CUS-1903  
Land Rover,Range Rover,1988,WBA3F9C51DF010849,Puce,69197.99,110314,new,manual,diesel,truck,3.1,all-wheel drive,sunroof, VEH-9595  , CUS-2954  
Plymouth,Neon,2000,JN8AF5MR8ET652027,Maroon,26582.14,18193,new,manual,gasoline,coupe,5.7,all-wheel drive,leather seats, VEH-2464  , CUS-3113  
Ford,Crown Victoria,1998,WBAUN13548V213030,Aquamarine,83594.81,114860,new,automatic,diesel,truck,4.4,front-wheel drive,heated seats, VEH-6845  , CUS-6233  
Jeep,Cherokee,1996,1G4HP57258U908849,Mauv,7197.84,53505,used,manual,electric,coupe,2.1,rear-wheel drive,sunroof, VEH-4450  , CUS-1224  
Oldsmobile,Intrigue,2001,JTDKTUD39ED554438,Red,41848.62,116140,certified pre-owned,automatic,diesel,coupe,3.1,front-wheel drive,leather seats, VEH-9238  , CUS-7629  
Chevrolet,Suburban 1500,2005,WAUCFAFR3DA606638,Fuscia,62720.6,139064,certified pre-owned,manual,electric,sedan,1.8,rear-wheel drive,heated seats, VEH-4347  , CUS-7397  
Hummer,H3,2008,1GD02ZCG2BF948631,Khaki,53193.35,189151,certified pre-owned,automatic,diesel,sedan,5.2,rear-wheel drive,leather seats, VEH-5536  , CUS-4797  
Chrysler,New Yorker,1996,WBAFU7C54DD377084,Aquamarine,49263.02,89746,new,automatic,diesel,sedan,4.1,rear-wheel drive,sunroof, VEH-3129  , CUS-8264  
Chrysler,Concorde,1997,3C6TD5KT1CG165598,Mauv,40376.27,189430,used,automatic,electric,sedan,1.8,front-wheel drive,heated seats, VEH-3192  , CUS-7773  
Mitsubishi,Pajero,1997,WBAUN7C59DV294796,Aquamarine,41037.76,55601,new,manual,diesel,truck,4.3,all-wheel drive,sunroof, VEH-1076  , CUS-4630  
Kia,Carens,2007,1G4PT5SV6D4177092,Turquoise,20996.21,134749,certified pre-owned,manual,gasoline,SUV,3.8,front-wheel drive,navigation system, VEH-8178  , CUS-6335  
Buick,Park Avenue,2005,1B3CB1HA1AD162290,Crimson,98576.93,41095,new,manual,diesel,truck,4.8,front-wheel drive,sunroof, VEH-4583  , CUS-5734  
Lincoln,Town Car,2011,5UXFG8C50DL150298,Green,84033.85,71879,certified pre-owned,manual,diesel,SUV,4.2,all-wheel drive,navigation system, VEH-3818  , CUS-6184  
Toyota,Matrix,2007,1G6KD54Y15U079322,Teal,22779.01,150310,certified pre-owned,automatic,electric,sedan,5.2,rear-wheel drive,leather seats, VEH-6141  , CUS-7669  
Hyundai,Genesis,2012,3C3CFFDRXFT657329,Yellow,74974.8,144289,used,manual,gasoline,sedan,3.1,rear-wheel drive,leather seats, VEH-4215  , CUS-6660  
Mazda,RX-7,1994,WBAGH83411D521580,Blue,14261.38,95434,new,automatic,gasoline,SUV,2.9,all-wheel drive,navigation system, VEH-8496  , CUS-6203  
Infiniti,G,2011,19UUA76637A259378,Red,20634.57,138843,used,manual,electric,SUV,4.5,all-wheel drive,leather seats, VEH-2471  , CUS-6694  
Volkswagen,Golf,2012,5NPDH4AE1EH153962,Khaki,61478.2,168818,certified pre-owned,automatic,electric,coupe,1.4,rear-wheel drive,heated seats, VEH-8408  , CUS-4749  
Chevrolet,Malibu,1999,5TDBKRFH7FS277433,Puce,16746.21,182045,new,manual,gasoline,SUV,1.3,rear-wheel drive,sunroof, VEH-5345  , CUS-2448  
Ford,Thunderbird,1983,1FTMF1CW2AK099820,Aquamarine,95160.7,126193,certified pre-owned,automatic,electric,coupe,5.4,all-wheel drive,leather seats, VEH-7112  , CUS-5487  
Lincoln,Continental Mark VII,1992,4T1BF3EK5AU276408,Violet,50905.42,54468,used,automatic,diesel,coupe,4.6,all-wheel drive,leather seats, VEH-6071  , CUS-2745  
Volkswagen,Scirocco,1985,3C4PDDBG2ET864224,Red,54082.17,21470,certified pre-owned,automatic,electric,SUV,2.5,front-wheel drive,navigation system, VEH-4594  , CUS-4105  
Infiniti,Q,1999,JN1CV6FE5FM980933,Pink,39719.81,91661,new,manual,gasoline,coupe,4.5,front-wheel drive,sunroof, VEH-0414  , CUS-7737  
Cadillac,DeVille,2002,2C3CA7CWXAH221349,Goldenrod,55605.54,151359,used,manual,diesel,SUV,3.7,all-wheel drive,heated seats, VEH-0445  , CUS-9395  
Nissan,Quest,2004,WBAEU33404P340124,Violet,94668.65,23460,new,manual,gasoline,truck,2.4,all-wheel drive,heated seats, VEH-4636  , CUS-8794  
Hyundai,Elantra,1999,JN8AZ2KR9CT178207,Orange,84334.18,179605,certified pre-owned,automatic,gasoline,truck,3.8,rear-wheel drive,sunroof, VEH-6261  , CUS-6210  
Pontiac,Grand Prix Turbo,1990,1GKKRNED8CJ344511,Puce,24133.56,163857,certified pre-owned,manual,gasoline,SUV,1.6,rear-wheel drive,sunroof, VEH-2805  , CUS-1514  
Dodge,Stratus,2001,1N6AA0CH7FN393202,Turquoise,88665.65,133879,new,manual,diesel,truck,2.4,rear-wheel drive,sunroof, VEH-1227  , CUS-3797  
BMW,7 Series,2008,3N1CN7AP7DL122742,Violet,70366.01,150216,used,manual,gasoline,coupe,3.3,front-wheel drive,sunroof, VEH-0586  , CUS-1684  
Porsche,944,1983,WAUEV74F57N159184,Blue,69794.22,186102,new,manual,diesel,truck,1.9,front-wheel drive,heated seats, VEH-1096  , CUS-7990  
Saturn,VUE,2010,1D4PU2GK9BW822871,Mauv,70765.35,23407,used,automatic,diesel,sedan,4.6,front-wheel drive,sunroof, VEH-3526  , CUS-8408  
Mercedes-Benz,W201,1992,JTDKDTB35C1469363,Pink,39939.86,125578,certified pre-owned,manual,electric,SUV,2.3,all-wheel drive,navigation system, VEH-3292  , CUS-1988  
Dodge,Viper,1994,WBSWD93578P867062,Red,96121.5,107714,certified pre-owned,automatic,diesel,coupe,3.6,all-wheel drive,sunroof, VEH-0537  , CUS-9562  
Toyota,Camry,2011,JM1DE1KY6E0823213,Khaki,33056.86,35450,new,manual,gasoline,truck,4.6,rear-wheel drive,heated seats, VEH-5961  , CUS-0604  
Kia,Sephia,2001,WA1VFBFL9DA107169,Orange,8212.08,173541,new,automatic,gasoline,truck,5.2,front-wheel drive,heated seats, VEH-1396  , CUS-1085  
GMC,Savana 3500,1999,3N1CE2CP8EL320263,Violet,27016.52,110158,certified pre-owned,manual,gasoline,truck,3.8,front-wheel drive,leather seats, VEH-7874  , CUS-6554  
Volkswagen,Cabriolet,1998,JH4NA216X4S757238,Puce,90284.46,28687,certified pre-owned,manual,electric,truck,6,front-wheel drive,heated seats, VEH-9229  , CUS-7452  
Chevrolet,Corvette,1985,KMHTC6AD1FU929183,Blue,22588.09,132223,used,automatic,gasoline,sedan,3.9,rear-wheel drive,leather seats, VEH-6084  , CUS-9378  
Subaru,Loyale,1990,1GYUKCEF6AR039354,Fuscia,82357.77,90038,used,automatic,electric,SUV,3.6,all-wheel drive,sunroof, VEH-2886  , CUS-9147  
Suzuki,Swift,1998,1D4PT7GX9BW398734,Violet,83331.57,129836,used,automatic,electric,truck,4.5,all-wheel drive,heated seats, VEH-2048  , CUS-2895  
Isuzu,Hombre,1999,1G6DC8EGXA0494708,Blue,43120.65,157637,new,automatic,electric,sedan,4.3,all-wheel drive,leather seats, VEH-9904  , CUS-0167  
Ford,Mustang,2002,5YMKT6C59F0307614,Turquoise,7639.27,174390,new,automatic,gasoline,coupe,1.3,front-wheel drive,sunroof, VEH-7561  , CUS-5037  
BMW,M3,1995,1N6AD0CU3AC908303,Blue,9624.58,95827,certified pre-owned,automatic,gasoline,truck,1.2,rear-wheel drive,sunroof, VEH-7416  , CUS-8818  
Infiniti,M,2004,1FTWW3B58AE064887,Aquamarine,21983.95,158532,new,manual,diesel,coupe,2.9,rear-wheel drive,navigation system, VEH-3725  , CUS-6575  
Ford,Explorer,1991,WP0AA2A81CU784560,Pink,33443.28,195151,certified pre-owned,manual,diesel,truck,5,front-wheel drive,sunroof, VEH-9791  , CUS-5656  
BMW,X3,2007,WAUGL98E06A359150,Orange,8715.41,169366,new,automatic,diesel,sedan,3.1,front-wheel drive,navigation system, VEH-9392  , CUS-2050  
Hummer,H3T,2009,WBA3C1C5XCF583385,Teal,39083.87,179080,used,automatic,diesel,coupe,3.4,all-wheel drive,sunroof, VEH-0518  , CUS-9248  
Subaru,Forester,2003,2G61T5S33E9356703,Yellow,17968.75,171419,certified pre-owned,automatic,diesel,coupe,5.4,front-wheel drive,sunroof, VEH-3278  , CUS-3689  
Lincoln,Town Car,1995,YV1672MC2CJ765886,Yellow,89275.26,147244,new,manual,electric,truck,3,rear-wheel drive,sunroof, VEH-2774  , CUS-7348  
Ford,Tempo,1986,SCBDP3ZA6AC541907,Puce,15976.34,99748,certified pre-owned,automatic,diesel,sedan,4.7,rear-wheel drive,leather seats, VEH-8485  , CUS-9782  
Mazda,MX-5,2000,WBAYB6C56FD829144,Maroon,64280.55,144259,certified pre-owned,manual,diesel,SUV,3.1,rear-wheel drive,navigation system, VEH-6963  , CUS-3973  
Toyota,Solara,2006,WBADR63422G106725,Yellow,41891.47,107001,used,manual,electric,coupe,4.8,rear-wheel drive,sunroof, VEH-4421  , CUS-3287  
Maserati,Karif,1990,5N1AT2ML5FC277418,Crimson,91943.02,50091,certified pre-owned,automatic,diesel,coupe,2.8,all-wheel drive,leather seats, VEH-3893  , CUS-0899  
Toyota,Avalon,1995,JH4CU26689C038630,Maroon,69948.66,116642,new,automatic,gasoline,coupe,5.5,front-wheel drive,navigation system, VEH-6307  , CUS-4829  
Mercury,Villager,1993,WBA6B4C50DD009828,Blue,37855.21,119702,used,automatic,diesel,SUV,2.6,rear-wheel drive,heated seats, VEH-3386  , CUS-8378  
Ford,Escort ZX2,2003,JTJBM7FX8A5635530,Purple,33154.87,190803,certified pre-owned,automatic,diesel,coupe,4.7,rear-wheel drive,leather seats, VEH-9055  , CUS-7231  
Mazda,MX-5,1994,WBAWC335X9P051825,Yellow,80676.52,190123,new,manual,electric,SUV,4.8,all-wheel drive,sunroof, VEH-3586  , CUS-5549  
Saturn,L-Series,2005,WAUEF98E96A934165,Turquoise,11297.85,163124,new,manual,gasoline,sedan,4.5,all-wheel drive,navigation system, VEH-1812  , CUS-1034  
Oldsmobile,Aurora,2002,JHMZF1D61ES764265,Blue,14937.14,27629,used,automatic,diesel,SUV,2.9,all-wheel drive,navigation system, VEH-0312  , CUS-5753  
Mazda,323,1992,JN8AZ1MU5DW294676,Violet,64453.19,69294,new,automatic,gasoline,sedan,3.9,front-wheel drive,sunroof, VEH-7050  , CUS-0732  
Chevrolet,Sportvan G30,1996,WBAAX13455P058346,Puce,14659.1,77502,used,manual,gasoline,coupe,4.1,rear-wheel drive,navigation system, VEH-8938  , CUS-7513  
GMC,Yukon XL 2500,2002,2B3CA9CV2AH749130,Orange,46892.67,50142,certified pre-owned,automatic,gasoline,sedan,2.4,all-wheel drive,sunroof, VEH-0297  , CUS-6819  
Hyundai,Elantra,2012,1G4HP54K84U748819,Teal,85533.62,186472,used,manual,electric,coupe,4.4,all-wheel drive,sunroof, VEH-3730  , CUS-1265  
Chevrolet,Cavalier,1994,2T1BPRHE3FC064928,Red,72753.58,149385,certified pre-owned,manual,diesel,coupe,1,front-wheel drive,leather seats, VEH-1490  , CUS-6754  
Oldsmobile,Alero,2004,WBA3B3C54FJ613920,Aquamarine,38580.52,1866,used,automatic,gasoline,SUV,5,all-wheel drive,heated seats, VEH-3787  , CUS-3613  
Cadillac,Escalade ESV,2011,W04GS5EC7B1204231,Purple,21506.93,55638,used,manual,electric,truck,4.1,front-wheel drive,leather seats, VEH-9199  , CUS-9249  
Lexus,RX Hybrid,2008,5TDBY5G19FS651498,Turquoise,57923.72,110241,used,automatic,gasoline,coupe,3.2,rear-wheel drive,heated seats, VEH-1609  , CUS-9472  
Chevrolet,Impala,2010,19UYA42571A084394,Blue,84881.79,58736,used,automatic,electric,sedan,4.4,front-wheel drive,leather seats, VEH-5493  , CUS-0861  
Audi,Quattro,1985,1FTEW1CM9DK091169,Maroon,42804.37,33105,certified pre-owned,automatic,gasoline,truck,4.7,all-wheel drive,heated seats, VEH-4530  , CUS-5395  
Pontiac,Grand Am,1996,WBAGN83413D991605,Puce,87607.35,77416,new,manual,gasoline,coupe,2.9,front-wheel drive,navigation system, VEH-2914  , CUS-6099  
BMW,645,2004,1G6AH5SX4D0558835,Purple,15405.6,46880,new,manual,electric,truck,4.9,front-wheel drive,leather seats, VEH-3128  , CUS-7075  
Chrysler,PT Cruiser,2007,1FTMF1CW3AF136950,Green,85630.07,94055,used,automatic,diesel,sedan,3.6,all-wheel drive,leather seats, VEH-7016  , CUS-0878  
Dodge,Ram Van B150,1994,WBAUN1C57AV398986,Puce,83310.06,41467,new,automatic,gasoline,truck,4.6,all-wheel drive,leather seats, VEH-5185  , CUS-9335  
Pontiac,Grand Am,1999,JN1AJ0HPXCM349220,Pink,19716.52,195619,new,manual,gasoline,truck,1.8,front-wheel drive,navigation system, VEH-4145  , CUS-0283  
Jeep,Commander,2009,WAUAF68E75A515999,Red,56168.83,30769,new,manual,gasoline,sedan,2.9,front-wheel drive,leather seats, VEH-9539  , CUS-3602  
Lamborghini,Murciélago,2008,WVGAV7AXXCW386658,Maroon,76564.9,60233,certified pre-owned,manual,diesel,coupe,3.4,front-wheel drive,sunroof, VEH-4790  , CUS-4232  
Mercury,Topaz,1985,5TDDK3DC8DS655155,Crimson,41236.59,177960,certified pre-owned,manual,electric,SUV,4.3,front-wheel drive,leather seats, VEH-1687  , CUS-2503  
Acura,SLX,1999,5TDDW5G13FS154560,Teal,83987.59,50091,used,automatic,diesel,truck,3.7,all-wheel drive,sunroof, VEH-8526  , CUS-5248  
Chevrolet,Silverado,2011,1N4AA5AP0AC290045,Purple,48604.96,9375,new,manual,electric,truck,2.9,all-wheel drive,leather seats, VEH-9971  , CUS-1185  
Chevrolet,S10,2004,1N6AA0EC6EN130179,Turquoise,79186.86,117522,certified pre-owned,manual,electric,coupe,3.7,all-wheel drive,heated seats, VEH-5551  , CUS-0900  
Ford,E-Series,1987,WBA3T3C52F5047858,Khaki,33516.78,167260,certified pre-owned,manual,gasoline,coupe,5.9,front-wheel drive,leather seats, VEH-3711  , CUS-2956  
Isuzu,VehiCROSS,1999,WA1VMBFEXCD143263,Khaki,53690.89,73356,new,automatic,electric,SUV,4.3,rear-wheel drive,navigation system, VEH-6405  , CUS-9699  
MINI,Cooper,2011,SAJWA6BC5F8810771,Teal,44215.14,110507,certified pre-owned,automatic,gasoline,coupe,1.3,rear-wheel drive,sunroof, VEH-2688  , CUS-1215  
Holden,Monaro,2004,3C4PDCAB0CT605812,Goldenrod,45362.03,66040,used,manual,electric,sedan,3.1,front-wheel drive,sunroof, VEH-6937  , CUS-7254  
Hyundai,Veloster,2013,5N1AA0NC8FN359253,Teal,86855.63,61268,new,manual,electric,truck,3.3,rear-wheel drive,navigation system, VEH-8169  , CUS-9008  
Hummer,H2,2006,WAUBH74F37N334896,Crimson,38789.33,190183,new,manual,electric,sedan,4.9,all-wheel drive,sunroof, VEH-3952  , CUS-6529  
Toyota,Prius,2006,1GTC5LF92C8915699,Yellow,16579.35,90364,new,automatic,electric,coupe,5.5,rear-wheel drive,sunroof, VEH-0073  , CUS-1076  
Toyota,Corolla,2010,2HNYD28438H813442,Orange,51584.46,69257,new,manual,diesel,coupe,2.3,rear-wheel drive,heated seats, VEH-9943  , CUS-1910  
Pontiac,Grand Prix,1999,SCBBB7ZH9DC127261,Khaki,16408.07,17183,certified pre-owned,manual,electric,truck,3.7,all-wheel drive,sunroof, VEH-5160  , CUS-1055  
Mazda,Miata MX-5,2007,WBAYG6C55FD872410,Blue,9519.37,93498,new,automatic,diesel,SUV,3,front-wheel drive,leather seats, VEH-6448  , CUS-1094  
GMC,Savana 1500,1997,3GYFK12259G248708,Yellow,21885.4,34953,new,automatic,electric,coupe,1.2,front-wheel drive,sunroof, VEH-8396  , CUS-0029  
Lexus,SC,2009,WA1MMAFE3AD563143,Turquoise,12553.29,167531,new,automatic,gasoline,truck,2.7,all-wheel drive,heated seats, VEH-1599  , CUS-1770  
Mercedes-Benz,CLS-Class,2008,WAUGVAFR6BA978153,Purple,89237.6,41972,new,manual,gasoline,SUV,5.1,rear-wheel drive,navigation system, VEH-4390  , CUS-8883  
Buick,Park Avenue,2004,2LMDJ6JK1CB862440,Red,15379.25,122638,certified pre-owned,automatic,gasoline,truck,5.3,rear-wheel drive,heated seats, VEH-0108  , CUS-8989  
Suzuki,Swift,2000,1C4RDHAG6DC887047,Puce,28121.64,187679,used,manual,electric,SUV,5,rear-wheel drive,navigation system, VEH-4877  , CUS-0417  
Mitsubishi,Starion,1988,5TDDK3DC6ES287267,Aquamarine,31630.07,61292,certified pre-owned,automatic,electric,truck,1.7,front-wheel drive,heated seats, VEH-9616  , CUS-8752  
Lincoln,Navigator,2004,WAUKG58EX5A884268,Fuscia,32093.06,145005,certified pre-owned,automatic,gasoline,sedan,3.8,rear-wheel drive,leather seats, VEH-8183  , CUS-8412  
Mercedes-Benz,E-Class,2012,1G6AG5RX6D0552947,Red,30437.02,109413,certified pre-owned,manual,diesel,truck,2.2,front-wheel drive,leather seats, VEH-2547  , CUS-3762  
BMW,X5,2012,WBAYE8C55DD826350,Orange,55689.23,12920,new,automatic,electric,coupe,3.2,front-wheel drive,sunroof, VEH-7380  , CUS-1109  
Ford,Explorer Sport,2003,KMHHT6KD8AU415151,Puce,41331.77,12283,new,manual,gasoline,truck,1.9,rear-wheel drive,navigation system, VEH-2580  , CUS-1900  
Volvo,S40,2011,WAU3GAFD5FN587586,Teal,37040.57,100246,certified pre-owned,automatic,diesel,sedan,1.5,all-wheel drive,sunroof, VEH-4067  , CUS-0850  
Ford,Thunderbird,1977,1G6KD57919U424486,Teal,37512.09,152257,certified pre-owned,automatic,gasoline,coupe,5,front-wheel drive,sunroof, VEH-7759  , CUS-2515  
Oldsmobile,Intrigue,2001,KL4CJHSB6DB864188,Pink,19948.07,110119,new,manual,diesel,coupe,3.9,rear-wheel drive,sunroof, VEH-3177  , CUS-8650  
Volkswagen,GTI,2008,WAUVT68E45A413182,Green,39318.46,143553,certified pre-owned,automatic,diesel,sedan,2.3,all-wheel drive,heated seats, VEH-6304  , CUS-7854  
Pontiac,Grand Prix,1975,WBA3F9C52EF159417,Indigo,45666.65,24678,used,automatic,gasoline,sedan,2.8,all-wheel drive,heated seats, VEH-8459  , CUS-4557  
Volvo,V70,2006,1G4HP52K63U969045,Maroon,17347.2,81328,used,automatic,diesel,truck,1.6,all-wheel drive,heated seats, VEH-4514  , CUS-3189  
Toyota,T100,1993,3D4PG7FG8BT547288,Green,64584.12,92359,certified pre-owned,manual,electric,SUV,5.9,front-wheel drive,sunroof, VEH-3747  , CUS-2566  
Ford,Expedition,2009,JN1CV6FE1EM095157,Blue,38397.09,163233,certified pre-owned,automatic,diesel,coupe,1.9,rear-wheel drive,sunroof, VEH-3637  , CUS-3315  
Ford,Fusion,2012,1J4PN2GK6AW772174,Violet,49505.7,24830,certified pre-owned,automatic,electric,truck,1.9,rear-wheel drive,sunroof, VEH-0598  , CUS-3643  
Audi,A4,1998,YV1902AHXE1799269,Teal,73051.87,161294,new,automatic,gasoline,truck,5.9,front-wheel drive,leather seats, VEH-9903  , CUS-1152  
BMW,330,2005,1G6KD57Y58U954658,Khaki,97869.51,38786,used,automatic,electric,coupe,2.8,all-wheel drive,sunroof, VEH-5698  , CUS-0469  
Dodge,Viper,2002,WBAYF4C59ED605714,Maroon,64534.15,141840,new,manual,gasoline,coupe,4.4,rear-wheel drive,leather seats, VEH-4127  , CUS-2365  
Ford,Courier,1989,WAULF78KX9N101750,Turquoise,44388.83,166843,new,automatic,diesel,sedan,1.8,front-wheel drive,leather seats, VEH-2916  , CUS-6638  
Chevrolet,Lumina,1997,WBADX7C50DJ111013,Indigo,90867.32,171418,used,manual,diesel,sedan,1.8,front-wheel drive,leather seats, VEH-4002  , CUS-1387  
Lotus,Exige,2009,WAU2GAFC8DN592426,Blue,55845.7,63729,new,manual,gasoline,truck,4.5,all-wheel drive,sunroof, VEH-5002  , CUS-3838  
Lincoln,Navigator,2003,WAUVFAFRXCA701737,Fuscia,44063.46,64534,certified pre-owned,automatic,electric,SUV,5.7,all-wheel drive,leather seats, VEH-4139  , CUS-9979  
Suzuki,Esteem,1996,WAUSF78E57A581738,Orange,15522.89,30385,certified pre-owned,manual,gasoline,sedan,5.7,front-wheel drive,leather seats, VEH-5651  , CUS-4762  
Cadillac,Eldorado,2001,WAUBF78K89N516223,Khaki,8891.76,18694,new,manual,electric,sedan,3.2,rear-wheel drive,heated seats, VEH-2902  , CUS-6406  
Jaguar,S-Type,2007,1FTWW3A58AE540735,Puce,34739.77,50739,certified pre-owned,automatic,gasoline,coupe,1.9,all-wheel drive,sunroof, VEH-4164  , CUS-4519  
Dodge,Ram Wagon B350,1994,1C4RDJAG6CC060428,Pink,46642.77,157792,new,automatic,diesel,sedan,3,rear-wheel drive,leather seats, VEH-6639  , CUS-7625  
Mercury,Sable,2003,WAUFFAFL2EA482940,Purple,93446.22,179457,certified pre-owned,manual,gasoline,truck,3.8,front-wheel drive,heated seats, VEH-7960  , CUS-9792  
Acura,RL,1998,JN1CV6EK9FM963205,Maroon,71731.64,88919,new,manual,electric,sedan,4.9,rear-wheel drive,sunroof, VEH-8368  , CUS-0752  
Mercury,Mountaineer,2006,1G4GC5GCXBF802005,Teal,56006.42,134189,certified pre-owned,automatic,gasoline,coupe,5.8,all-wheel drive,heated seats, VEH-3741  , CUS-6059  
Subaru,Forester,1999,KMHHT6KD9CU696525,Maroon,12844.92,85443,new,manual,electric,sedan,5.6,front-wheel drive,heated seats, VEH-3067  , CUS-5675  
Chevrolet,Cavalier,1998,3GYFNEEY6BS201592,Goldenrod,46338.22,199447,used,automatic,gasoline,truck,3.6,rear-wheel drive,navigation system, VEH-4282  , CUS-0169  
